,Unnamed: 0_x,Reporter Identifier,p,fold_change,abs_change,Rejection on 0.05,qval,Unnamed: 0_y,UCSC_RefGene_Name,Name,cluster
74,4460,cg04613080,0.001148548652713169,1.9913280129223447,0.4100837,True,0.004177219921712687,4331.0,cyclic nucleotide gated channel subunit alpha 2,cg04613080,1
75,4583,cg04740359,0.015865852309282023,1.6630697238096672,0.23947329999999994,True,0.032356411856200286,4446.0,neurotrophin 3,cg04740359,0
77,4734,cg04906538,0.006333631116094756,1.3723638616364724,0.2347183500000001,True,0.015880278017211057,4593.0,amelogenin X-linked,cg04906538,1
81,4791,cg04969878,1.9692747678328707e-17,2.089246621660344,0.2470871000000001,True,6.515099410029074e-15,4647.0,transmembrane protein 19,cg04969878,2
82,4808,cg04987894,1.768773450850932e-09,2.1033994574276718,0.24094625,True,5.553277215144914e-08,4661.0,glutathione S-transferase mu 5,cg04987894,0
83,4822,cg04999691,9.020193748981779e-11,1.876460254811781,0.21229445,True,4.203124435815154e-09,4674.0,ZBED6 C-terminal like,cg04999691,2
84,4830,cg05010967,2.330396087245877e-15,1.5124780967516498,0.22476085,True,4.057802186916883e-13,4682.0,spermatogenesis associated serine rich 1,cg05010967,0
86,4866,cg05047411,0.004106254432311035,1.4377208290904844,0.2482234499999999,True,0.011291453097140382,4716.0,MAGE family member A8,cg05047411,1
87,4906,cg05094216,2.252317408127644e-15,1.5738972642356102,0.2041486,True,3.9478201881400236e-13,4758.0,purinergic receptor P2Y12,cg05094216,0
88,4955,cg05152459,0.0005920385889422093,1.8559742053465813,0.24002775,True,0.002468412938489832,4808.0,MAGE family member E2,cg05152459,2
91,5552,cg05813234,0.0007414866061229315,2.005317416558209,0.3603791000000001,True,0.002938303040014318,5391.0,ribosomal protein S6 kinase A6,cg05813234,1
92,5637,cg05906362,0.00021590334626013546,1.9357320407057537,0.20405269999999992,True,0.001117823526108569,5477.0,Rho GTPase activating protein 4,cg05906362,2
94,5716,cg05989054,6.473553609208594e-17,2.7392669390860287,0.30543545000000005,True,1.842317670698106e-14,5554.0,guanidinoacetate N-methyltransferase,cg05989054,2
95,5762,cg06048973,8.672617504214215e-09,1.3792121679644196,0.2166153,True,2.2350357106527524e-07,5595.0,actin alpha cardiac muscle 1,cg06048973,0
96,5771,cg06060661,0.003577478907098922,1.5137557405044266,0.20997585,True,0.01014085190470035,5604.0,MAGE family member A11,cg06060661,1
97,5846,cg06151165,2.892892559787098e-19,5.3692042036118695,0.249751555,True,1.6290678165933004e-16,5678.0,visual system homeobox 1,cg06151165,0
100,6006,cg06303238,1.2214296369780473e-15,1.3557885148819135,0.2241299000000001,True,2.3770278089630867e-13,5829.0,spalt like transcription factor 4,cg06303238,0
101,6051,cg06350107,0.00027070645656149294,1.622564246185176,0.34722615,True,0.0013314974513683393,5876.0,ornithine carbamoyltransferase,cg06350107,1
103,6303,cg06590711,0.001265827668603966,1.3524099275415722,0.22809870000000002,True,0.00450971340758395,6118.0,CPX chromosome region candidate 1,cg06590711,1
105,6355,cg06638451,1.3916224661868988e-05,1.484103111886111,0.22120915,True,0.00012192465186084428,6167.0,family with sequence similarity 107 member A,cg06638451,0
106,6367,cg06650260,2.2357587110089408e-10,2.137239259324607,0.22430475,True,9.245910281917756e-09,6179.0,nuclear receptor subfamily 0 group B member 2,cg06650260,2
112,6537,cg06827038,4.429297250062003e-19,1.918489193233012,0.2074592,True,2.3446042063478206e-16,6348.0,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",cg06827038,2
115,7036,cg07360076,2.3602567014588856e-18,3.308669850673972,0.226296015,True,1.0075631309276182e-15,6829.0,fibroblast growth factor receptor 3,cg07360076,0
119,7156,cg07489003,0.004665927986010014,1.5536546331035717,0.2053337,True,0.012482878399446786,6943.0,X-linked Kx blood group,cg07489003,2
122,7528,cg07895149,2.367063678781249e-10,2.125828526231948,0.32425145000000005,True,9.683009951515195e-09,7303.0,calcium homeostasis modulator family member 2,cg07895149,0
123,7541,cg07908874,1.2315563184209461e-09,1.61785429310366,0.22083619999999987,True,4.054179238762087e-08,7317.0,tubulin gamma complex associated protein 2,cg07908874,2
125,7574,cg07940804,0.002231819185516181,1.3598455752283582,0.2113474,True,0.007037291364024923,7351.0,actin related protein T1,cg07940804,1
126,7624,cg07980988,0.010236983809014272,1.4274108121460074,0.25825155,True,0.023043225928999895,7400.0,SH2 domain containing 1A,cg07980988,1
127,7650,cg08012287,7.269361563288448e-19,1.5456990489348268,0.21613595,True,3.4981489544646427e-16,7426.0,actinin alpha 3 (gene/pseudogene),cg08012287,0
128,7669,cg08029608,0.0011760309066502848,1.5024112115542931,0.2460317499999999,True,0.004251025676907005,7447.0,toll like receptor 7,cg08029608,1
130,7778,cg08157292,1.288554736233491e-10,1.5596395554381617,0.20657835,True,5.6935188988133234e-09,7557.0,protein phosphatase 1 regulatory subunit 7,cg08157292,2
131,7785,cg08159444,0.005362318428887503,1.7410819356359104,0.2933995999999999,True,0.013946981314599602,7564.0,PNMA family member 5,cg08159444,1
132,7854,cg08247612,0.0011160595168221623,1.6711817008344323,0.2264706999999999,True,0.004082107124397026,7630.0,nescient helix-loop-helix 1,cg08247612,0
133,7877,cg08268099,2.1207493024856962e-11,1.6102560902279317,0.2615849,True,1.2096955126915716e-09,7651.0,olfactomedin 1,cg08268099,2
134,7932,cg08331313,8.654528465631692e-10,1.6089770445557403,0.25524810000000003,True,3.017910472989117e-08,7703.0,secreted protein acidic and cysteine rich,cg08331313,0
135,7951,cg08348900,1.854682996075967e-10,1.5583888899856078,0.2376009499999999,True,7.866649816849778e-09,7721.0,vasoactive intestinal peptide,cg08348900,0
138,8249,cg08662074,1.1815965095919487e-05,1.4419271075437772,0.2022629,True,0.00010677130358269071,8014.0,pappalysin 1,cg08662074,0
145,8517,cg08948050,2.129415882878885e-14,2.4050419939558942,0.30485435000000005,True,2.8039427946345995e-12,8285.0,solute carrier family 35 member A4,cg08948050,2
148,8550,cg08993557,2.0360539672398047e-20,1.8249738321116624,0.21847650000000007,True,1.3472060087733978e-17,8318.0,"small nucleolar RNA, C/D box 108",cg08993557,2
152,8738,cg09191626,5.631114127501198e-06,1.5325152756676883,0.20525780000000016,True,5.712483618726493e-05,8506.0,spondin 1,cg09191626,0
157,8848,cg09303642,1.351640062949808e-07,1.4710816540163771,0.2476008000000001,True,2.4017888487047223e-06,8614.0,"nuclear factor, erythroid 2",cg09303642,0
159,9032,cg09499849,2.2136353058084854e-13,1.7870989279187357,0.25664675,True,2.1460910490415085e-11,8798.0,activin A receptor type 1,cg09499849,0
160,9056,cg09522147,2.2274622147824847e-10,1.538270491947006,0.20413755,True,9.226016031087328e-09,8820.0,keratin 7,cg09522147,0
161,9070,cg09538287,2.990113531115841e-17,1.6411380204082444,0.2012957,True,9.770288250375674e-15,8834.0,catenin alpha 3,cg09538287,0
167,9455,cg09949775,6.662319461011853e-17,2.135910919896065,0.27381694999999995,True,1.8561222018379023e-14,9209.0,cartilage oligomeric matrix protein,cg09949775,0
169,9750,cg10257049,7.084820351794643e-18,1.7795402254581731,0.28741500000000003,True,2.5686841130266962e-15,9490.0,fatty acid hydroxylase domain containing 2,cg10257049,0
170,9786,cg10296238,2.582023546795594e-06,1.8332892250630977,0.21410825,True,2.972527934451457e-05,9526.0,spermatogenesis and centriole associated 1 like,cg10296238,2
173,9996,cg10519140,6.5500216471876595e-21,2.5978931475921754,0.4012229,True,4.953126369603308e-18,9730.0,solute carrier family 29 member 1 (Augustine blood group),cg10519140,0
176,10223,cg10771262,1.924254776134359e-10,1.4789028833121054,0.20918715000000004,True,8.109753369418483e-09,9953.0,transcription factor 21,cg10771262,0
178,10292,cg10848367,3.718015453040595e-19,2.6339075196780626,0.3637110000000001,True,2.0500982290755297e-16,10022.0,secretoglobin family 1D member 2,cg10848367,2
179,10356,cg10907112,0.00368708526260337,1.5399380293681708,0.27104664999999994,True,0.010382603005141332,10079.0,POF1B actin binding protein,cg10907112,1
181,10460,cg11004890,8.420396619780693e-12,1.7716530127450931,0.22732265,True,5.259775100804942e-10,10185.0,solute carrier family 4 member 11,cg11004890,0
184,10757,cg11291200,0.007792821570510576,1.2726855080547832,0.20744715,True,0.01868399388592295,10468.0,MAGE family member B2,cg11291200,1
185,10766,cg11300809,3.331392542546765e-18,1.5510014401397147,0.20876720000000004,True,1.3564917911320804e-15,10477.0,sphingosine-1-phosphate phosphatase 2,cg11300809,2
187,10862,cg11397854,1.677348784306974e-14,1.8249559324099915,0.2246897,True,2.3002274753498796e-12,10575.0,IQ motif and Sec7 domain ArfGEF 1,cg11397854,0
195,11394,cg11932564,1.552344012653185e-27,5.252685838771544,0.23351196,True,6.847648163815307e-24,11088.0,TNF receptor superfamily member 13C,cg11932564,0
196,11499,cg12052765,8.79656622113351e-13,1.666531291065475,0.2520868000000001,True,7.076556783426766e-11,11184.0,choline O-acetyltransferase,cg12052765,0
198,11628,cg12188560,3.371227694806744e-14,1.5112592900235593,0.23044445,True,4.2087869527570796e-12,11304.0,ciliary neurotrophic factor receptor,cg12188560,0
209,12148,cg12728032,7.540792361918589e-14,1.4078275170820098,0.21095069999999996,True,8.677484845343448e-12,11812.0,E74 like ETS transcription factor 5,cg12728032,0
210,12154,cg12731488,0.0013395416349648828,1.3782146830628026,0.2265394000000001,True,0.004721487342204762,11818.0,synaptotagmin like 5,cg12731488,1
211,12216,cg12793610,1.1227513531795768e-10,1.603094008200298,0.26944819999999997,True,5.062327097888221e-09,11880.0,tripartite motif containing 2,cg12793610,0
212,12273,cg12854483,1.503639802960941e-14,1.7264309671622462,0.32985849999999994,True,2.105652627776044e-12,11937.0,calponin 1,cg12854483,0
213,12291,cg12869240,1.2606762565135293e-20,1.649805909492973,0.2325822999999999,True,8.78061012661673e-18,11953.0,DEAH-box helicase 32 (putative),cg12869240,0
216,12453,cg13066963,2.6853836492035824e-13,1.3282599941404536,0.20733520000000005,True,2.4851066099115807e-11,12121.0,espin,cg13066963,0
221,12693,cg13316424,3.7220885558914735e-17,1.4442362262879649,0.2331337499999999,True,1.1727680691521385e-14,12355.0,CDKN1A interacting zinc finger protein 1,cg13316424,2
222,12735,cg13352306,3.167331692049928e-12,1.3840538243659584,0.21097415000000008,True,2.1994548889847757e-10,12393.0,retinal outer segment membrane protein 1,cg13352306,2
224,12834,cg13460409,6.128519180132458e-22,3.4125701399765327,0.26040305,True,6.48814068562263e-19,12492.0,ripply transcriptional repressor 3,cg13460409,0
228,13066,cg13688966,9.59351694978642e-06,1.5656946230644433,0.24188180000000006,True,9.010348229595358e-05,12713.0,transmembrane 4 L six family member 4,cg13688966,2
229,13104,cg13728650,3.4875896304788455e-13,1.6187731574044433,0.2793107999999999,True,3.150376612624014e-11,12751.0,transmembrane protein adipocyte associated 1,cg13728650,2
233,13247,cg13870494,2.866870404669967e-10,1.546521891387752,0.2112320500000001,True,1.1461851812749248e-08,12891.0,MAM domain containing 2,cg13870494,0
234,13410,cg14027234,2.1134781787255237e-14,1.4455393558802458,0.22155789999999992,True,2.796871347816422e-12,13047.0,CD248 molecule,cg14027234,0
237,13507,cg14117297,9.553471992747193e-13,1.5270551760723088,0.23298395,True,7.616016362410841e-11,13142.0,transmembrane and immunoglobulin domain containing 2,cg14117297,0
238,13532,cg14141399,0.0015244531665963876,1.4960025904296073,0.24386259999999996,True,0.005223679694498523,13164.0,hyaluronan synthase 1,cg14141399,2
243,13767,cg14371590,3.16460886991341e-09,1.5018853431611838,0.2131360000000001,True,9.265232628318387e-08,13397.0,solute carrier family 26 member 10,cg14371590,0
244,13839,cg14446712,5.1924336197855916e-30,2.4401063872153714,0.3869262000000001,True,6.871407030743263e-26,13472.0,caveolae associated protein 2,cg14446712,0
245,13858,cg14455991,4.661857849935995e-05,1.3298473959265529,0.2075130000000001,True,0.00032359137611921317,13490.0,G protein-coupled receptor 82,cg14455991,1
251,14188,cg14792480,6.978701663711387e-18,1.5117551066994617,0.20804365000000014,True,2.5653513462979065e-15,13806.0,cadherin 16,cg14792480,0
255,14267,cg14870271,4.644176715141182e-16,2.185938119194752,0.22579485000000005,True,1.0158464885920798e-13,13884.0,galectin 3 binding protein,cg14870271,0
259,14573,cg15201909,0.0010978299313094343,1.3434834354912928,0.22378199999999995,True,0.0040238560853021466,14180.0,interleukin 2 receptor subunit gamma,cg15201909,1
260,14578,cg15207619,1.3351138036870496e-13,1.7455360494024783,0.29993795,True,1.396697906805737e-11,14185.0,calcium binding protein 39 like,cg15207619,0
262,14630,cg15261665,5.561821248500028e-12,1.5581991385314606,0.21262235,True,3.643681261981441e-10,14236.0,lactotransferrin,cg15261665,0
264,14708,cg15337897,1.2946690052252833e-09,1.5667281963738633,0.25908005,True,4.240842148675442e-08,14312.0,fibroblast growth factor 3,cg15337897,0
266,14884,cg15521097,0.01609914359829501,1.776006889903496,0.3583422500000001,True,0.03273381221603089,14487.0,inter-alpha-trypsin inhibitor heavy chain family member 6,cg15521097,1
268,14906,cg15540820,1.185636355544665e-09,1.3534592727027028,0.21735955000000007,True,3.927438976495701e-08,14509.0,eomesodermin,cg15540820,0
270,15012,cg15633390,4.102980787907788e-13,2.130135341137081,0.22466825,True,3.6318927262058674e-11,14611.0,eukaryotic translation initiation factor 4E,cg15633390,2
271,15228,cg15812957,7.758083011766463e-05,1.6114908934080059,0.37176075,True,0.0004881911152458939,14822.0,variable charge Y-linked,cg15812957,1
274,15415,cg15989091,3.0874527636146664e-17,1.7774524887993397,0.28696370000000004,True,9.9653185725109e-15,15010.0,lysyl oxidase like 3,cg15989091,0
275,15473,cg16046376,1.0859769608224208e-12,1.589467667201225,0.24708280000000005,True,8.478628974066965e-11,15067.0,pyruvate carboxylase,cg16046376,2
276,15539,cg16127845,1.1546313441362375e-12,1.615683640441994,0.29254004999999994,True,8.909512473834927e-11,15131.0,G protein-coupled estrogen receptor 1,cg16127845,0
277,15651,cg16245261,6.839736882484538e-10,1.7724222570805412,0.25502439999999993,True,2.4798262475166887e-08,15240.0,caveolae associated protein 3,cg16245261,0
280,15745,cg16335762,2.3955180612447073e-14,1.7033584879660646,0.28430675000000005,True,3.0927890988762764e-12,15330.0,CKLF like MARVEL transmembrane domain containing 3,cg16335762,0
283,15786,cg16377872,8.264113113305208e-14,1.722180884158942,0.2814145,True,9.38739406737549e-12,15372.0,solute carrier family 1 member 6,cg16377872,2
284,15847,cg16440909,0.0013473497198275071,1.8243061601490858,0.3951509,True,0.0047383051106543025,15435.0,mastermind like domain containing 1,cg16440909,1
286,15988,cg16604516,1.0648868095186572e-15,1.588107058955071,0.2380082499999999,True,2.135178726328053e-13,15565.0,fibulin 2,cg16604516,0
288,16062,cg16692277,4.316957957026501e-06,1.3068137167460796,0.2002081000000001,True,4.570277049944816e-05,,,,0
290,16370,cg17032587,0.0005272506858881272,1.6346099440691408,0.33445574999999983,True,0.002253988451500598,15933.0,cyclic nucleotide gated channel subunit alpha 2,cg17032587,1
291,16405,cg17067528,7.108475473800508e-11,1.7118169630360804,0.2174220000000001,True,3.4457879187743233e-09,15970.0,immediate early response 3,cg17067528,0
292,16567,cg17237813,7.186155640425235e-23,2.293658394098727,0.2869899000000001,True,9.509799066756734e-20,16129.0,tubulin tyrosine ligase like 7,cg17237813,2
293,16655,cg17339202,7.482423053823992e-22,1.9967307864633983,0.30755170000000004,True,7.616818883290755e-19,16214.0,"syncoilin, intermediate filament protein",cg17339202,0
295,16984,cg17701886,1.6372789018957604e-21,1.9261313994198617,0.2067016,True,1.494271058499141e-18,16543.0,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",cg17701886,0
296,16992,cg17706173,3.0052246927809486e-18,3.3882579910034223,0.29301799999999995,True,1.2428012803723964e-15,16551.0,transmembrane protein 204,cg17706173,2
298,17193,cg17895149,4.048368752537593e-06,1.6202969445517867,0.24125909999999995,True,4.330969109677141e-05,16745.0,PLAG1 like zinc finger 1,cg17895149,2
299,17200,cg17901463,1.798066096892849e-06,1.7360387924654783,0.23497100000000004,True,2.2011755497901496e-05,16752.0,glutathione S-transferase mu 1,cg17901463,0
300,17210,cg17907567,1.1685797132754927e-08,1.5028780590862858,0.22303179999999997,True,2.8611285172305705e-07,16761.0,hepcidin antimicrobial peptide,cg17907567,0
308,17797,cg18533225,1.0975287727883035e-14,1.5522555083841976,0.23626250000000004,True,1.590349402975647e-12,17340.0,kelch domain containing 7B,cg18533225,0
310,17848,cg18592174,1.9468910812164333e-07,2.3452027585985067,0.20074185,True,3.300984384788939e-06,17388.0,choline O-acetyltransferase,cg18592174,0
312,18017,cg18771300,1.816287509876075e-09,1.6475366594830574,0.3128789,True,5.682231858615848e-08,17554.0,ras homolog family member J,cg18771300,0
313,18050,cg18806365,6.16886093936363e-07,1.6374845082423193,0.21727154999999992,True,8.811184159856297e-06,17586.0,fatty acid binding protein 5,cg18806365,0
317,18369,cg19147390,2.957980702181826e-20,1.5236725631932264,0.22052645000000004,True,1.9094847620645458e-17,17894.0,ubiquitin like with PHD and ring finger domains 1,cg19147390,0
318,18398,cg19180828,3.556573718282269e-11,1.8263466820249263,0.20201875000000005,True,1.8901975221240324e-09,17920.0,ring finger protein 207,cg19180828,0
319,18419,cg19196684,3.2346970024993852e-09,1.4134019765378034,0.2460181000000001,True,9.449528208074088e-08,17937.0,solute carrier family 1 member 7,cg19196684,0
321,18450,cg19223616,0.0003525182558235706,1.5185111441973995,0.30521079999999995,True,0.001640890024073592,17968.0,chloride voltage-gated channel 5,cg19223616,1
322,18452,cg19224278,5.062875892906684e-10,1.6384163050846243,0.2317816999999999,True,1.8953201733742743e-08,17970.0,aldehyde dehydrogenase 1 family member A3,cg19224278,0
323,18530,cg19310430,1.6574953843271945e-08,1.8112347712633468,0.2681079,True,3.8080668695301956e-07,18047.0,chromosome 11 open reading frame 45,cg19310430,0
324,18568,cg19352038,0.0005449595660842533,1.4272927398502997,0.22351805000000013,True,0.0023136741795880544,18084.0,paired box 3,cg19352038,2
327,18699,cg19481052,7.859561184499861e-17,1.5679005704700035,0.23701264999999996,True,2.1242333221464122e-14,18208.0,proteolipid protein 1,cg19481052,0
328,18702,cg19481953,0.007917347535485675,1.3507471104911513,0.22495785,True,0.01891914384450157,18210.0,sushi repeat containing protein X-linked 2,cg19481953,1
330,18824,cg19615059,3.518842428393608e-18,2.586658985008878,0.23354105,True,1.4111091295802066e-15,18328.0,transient receptor potential cation channel subfamily V member 4,cg19615059,0
334,18968,cg19776090,5.552595327396584e-10,1.676184994226139,0.28493205000000005,True,2.0553921752476275e-08,18460.0,small ubiquitin like modifier 2,cg19776090,0
335,19028,cg19832721,4.040565024077363e-18,1.779050344618415,0.27997744999999985,True,1.5948288062343566e-15,18513.0,KAT8 regulatory NSL complex subunit 1,cg19832721,2
336,19040,cg19841506,4.786150328603982e-16,1.873225313693854,0.20939585,True,1.0383200061242754e-13,18524.0,zinc finger MYND-type containing 15,cg19841506,0
338,19200,cg20015855,1.2353121453281422e-12,1.6694188928747076,0.28624304999999994,True,9.449423858497093e-11,18682.0,coronin 2B,cg20015855,2
340,19538,cg20377762,7.692601632912253e-13,1.31360303965123,0.20214034999999986,True,6.245401454548731e-11,19014.0,transmembrane protein 61,cg20377762,2
342,19579,cg20427879,6.547156945124678e-15,1.6029166648721052,0.2659752999999999,True,1.0133544027287418e-12,19055.0,EMAP like 2,cg20427879,0
344,19590,cg20442697,1.5929491582728044e-15,1.6875740223868545,0.2656577,True,2.948292683357085e-13,19066.0,leucine rich repeat containing 17,cg20442697,0
345,19606,cg20466180,4.311584761715813e-11,1.5386602264966096,0.2138525,True,2.228803005631493e-09,19082.0,schwannomin interacting protein 1,cg20466180,0
348,19689,cg20557202,1.8731706700211228e-11,3.2990384426000268,0.2918158,True,1.0848404403380537e-09,19164.0,solute carrier family 5 member 5,cg20557202,0
351,19866,cg20744464,1.0417460138459324e-16,2.8831419037371084,0.3115131,True,2.6768826940252712e-14,19341.0,melanotransferrin,cg20744464,0
352,19905,cg20781967,2.1675279491623748e-11,1.4478786477444423,0.23641205,True,1.2284360220659653e-09,19377.0,ninjurin 2,cg20781967,0
353,19906,cg20782689,4.219295653588103e-29,1.4225272650008265,0.2414131500000001,True,3.7224032687838774e-25,19378.0,OXA1L mitochondrial inner membrane protein,cg20782689,2
357,20035,cg20908204,2.852773443783595e-14,1.81304405552648,0.2424966500000001,True,3.595445463648591e-12,19503.0,DM1 protein kinase,cg20908204,0
359,20099,cg20973210,2.0756886401825639e-16,1.424249537776895,0.25238465,True,4.94930191348756e-14,19564.0,PEAK family member 3,cg20973210,0
